0.0.0.0/0,102.100.128.15/32,0-65535,2105-2105,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.100.128.15/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.100.128.15/32,0-65535,22-22,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.100.128.15/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.100.128.15/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.100.128.44/32,0-65535,22-22,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.100.128.45/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.100.128.98/32,0-65535,80-80,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.100.128.99/32,0-65535,161-161,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.100.128.99/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.100.131.228/32,0-65535,13-13,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.100.135.126/32,0-65535,80-80,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.100.135.126/32,1024-65535,21-21,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.100.202.207/32,0-65535,161-161,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.11.116.19/32,0-65535,873-873,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.11.116.45/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.11.90.130/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.11.90.168/32,0-65535,88-88,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.11.90.207/32,1024-65535,53-53,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.123.112.115/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.112.77/32,0-65535,750-750,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.112.78/32,0-65535,80-80,0x06/0xFF,0x1000/0x1000,allow
0.0.0.0/0,102.123.114.10/32,0-65535,110-110,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.114.10/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.114.10/32,1024-65535,1024-65535,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.123.114.10/32,123-123,0-65535,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.123.114.195/32,0-65535,119-119,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.114.195/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.114.195/32,0-65535,80-80,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.114.208/32,0-65535,123-123,0x06/0xFF,0x1000/0x1000,allow
0.0.0.0/0,102.123.114.211/32,123-123,0-65535,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.123.114.25/32,1024-65535,110-110,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.123.114.26/32,0-65535,443-443,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.123.114.6/32,0-65535,22-22,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.123.114.6/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.115.41/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.118.100/32,0-65535,119-119,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.118.100/32,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.118.100/32,0-65535,123-123,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.123.118.100/32,0-65535,13-13,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.118.100/32,0-65535,161-161,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.118.100/32,0-65535,2055-2055,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.118.100/32,0-65535,2105-2105,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.118.100/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.118.100/32,0-65535,22-22,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.123.118.100/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.118.100/32,0-65535,544-544,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.123.118.181/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.118.185/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.89.146/32,0-65535,110-110,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.123.89.146/32,0-65535,21-21,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.89.146/32,0-65535,23-23,0x06/0xFF,0x0100/0x0100,allow
0.0.0.0/0,102.123.89.146/32,0-65535,37-37,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.89.146/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.89.146/32,0-65535,750-750,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.89.146/32,0-65535,754-754,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.123.89.146/32,0-65535,80-80,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.89.146/32,123-123,0-65535,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.123.89.146/32,53-53,123-123,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.123.89.179/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.89.179/32,0-65535,754-754,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.89.185/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.123.89.191/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.138.238.0/24,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.236.103.0/24,0-65535,53-53,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.249.88.0/24,0-65535,23-23,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.160.145/32,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.160.145/32,0-65535,2105-2105,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.160.145/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.160.146/32,0-65535,5999-5999,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.160.160/27,0-65535,24032-24032,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.160.224/27,0-65535,23-23,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.162.10/32,1024-65535,1024-65535,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.162.32/27,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.166.145/32,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.166.145/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.166.150/32,0-65535,21-21,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.166.150/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.166.150/32,0-65535,53-53,0x06/0xFF,0x1000/0x1000,allow
0.0.0.0/0,102.250.166.160/27,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.166.222/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.166.222/32,0-65535,544-544,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.166.240/32,0-65535,443-443,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.166.247/32,0-65535,37-37,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.250.166.73/32,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.166.75/32,0-65535,13-13,0x06/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.250.166.79/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.166.85/32,0-65535,119-119,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.166.85/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.166.85/32,0-65535,53-53,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.250.166.85/32,69-69,22-22,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.250.166.87/32,0-65535,179-179,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.166.87/32,0-65535,25-25,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.250.166.87/32,0-65535,53-53,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.250.167.239/32,0-65535,21-21,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.167.252/32,0-65535,179-179,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.167.252/32,0-65535,2105-2105,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.250.167.252/32,0-65535,750-750,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.250.167.254/32,0-65535,0-65535,0x01/0xFF,0x0d00/0xff00,allow
0.0.0.0/0,102.250.167.254/32,0-65535,2105-2105,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,10.232.141.0/24,123-123,0-65535,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.40.188.0/24,0-65535,443-443,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,10.26.102.0/24,0-65535,162-162,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.77.60.0/24,33434-33600,1024-65535,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.126.202.90/32,0-65535,119-119,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.202.90/32,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.202.90/32,0-65535,123-123,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.126.202.90/32,0-65535,139-139,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.202.90/32,0-65535,2105-2105,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.202.90/32,0-65535,21-21,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.202.90/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.202.90/32,0-65535,22-22,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.126.202.90/32,0-65535,23-23,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.202.90/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.202.90/32,0-65535,443-443,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.202.90/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.202.90/32,0-65535,544-544,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.126.202.90/32,0-65535,8080-8080,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.126.202.90/32,0-65535,873-873,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.126.202.90/32,1024-65535,1024-65535,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.202.90/32,1024-65535,1024-65535,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.126.202.90/32,1024-65535,22-22,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.126.202.90/32,1024-65535,80-80,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.126.205.177/32,0-65535,110-110,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.205.177/32,0-65535,443-443,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.205.177/32,0-65535,80-80,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.205.177/32,88-88,161-161,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.126.205.178/32,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.205.178/32,0-65535,179-179,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.205.178/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.126.205.178/32,0-65535,22-22,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.126.205.178/32,0-65535,443-443,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.126.205.178/32,0-65535,80-80,0x06/0xFF,0x1000/0x1000,allow
0.0.0.0/0,103.126.205.178/32,0-65535,88-88,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.148.254.25/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.148.254.36/32,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.156.121.0/24,0-65535,0-65535,0x01/0xFF,0x0000/0xff00,allow
0.0.0.0/0,103.166.107.124/32,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.145/32,0-65535,544-544,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.147/32,1024-65535,1024-65535,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.151/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.162/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.162/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.162/32,0-65535,5999-5999,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.162/32,0-65535,750-750,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.166.107.167/32,0-65535,119-119,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.167/32,0-65535,123-123,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.166.107.167/32,0-65535,137-137,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.167/32,0-65535,2105-2105,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.167/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.167/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.167/32,0-65535,80-80,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.248/32,0-65535,443-443,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.251/32,0-65535,67-67,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.80/32,0-65535,113-113,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.80/32,0-65535,123-123,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.166.107.80/32,0-65535,22-22,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.166.107.80/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.80/32,0-65535,25-25,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.166.107.80/32,0-65535,53-53,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.166.107.80/32,0-65535,754-754,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.107.80/32,0-65535,80-80,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.108.112/32,0-65535,2401-2401,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.108.125/32,0-65535,139-139,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.110.102/32,0-65535,119-119,0x06/0xFF,0x0100/0x0100,allow
0.0.0.0/0,103.166.110.102/32,0-65535,119-119,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,103.166.110.102/32,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.110.102/32,0-65535,162-162,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.110.102/32,0-65535,21-21,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.110.102/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,103.166.110.102/32,0-65535,443-443,0x11/0xFF,0x0000/0x0000,allow
